番剧id,分数,评分人数,番剧名,番剧简介,播放次数,播放时间 
5774,8.2,804,"""清恋 SEIREN""","高二的夏天
「嘉味田正一」以被班主任叫去商量志愿书为契机，开始有了成为大人的不安
这样的他和各种各样...",16800865,"""2017-01-06"""
415,8.2,799,"""我的朋友很少""",因为父亲的工作调动，羽濑川小鹰转学到圣克罗尼亚学园已经过了一个月了。但由于母亲是英国人、头发黄色且外...,22716642,"""2011-10-06"""
1588,8.1,4353,"""罪恶王冠""",处于无政府状态的日本，受到了由超国家之间所组织成的名为“GHQ”的组织的武力介入并接受其统治，东京的...,19429804,"""2011-10-13"""
3495,8.1,1431,"""线上游戏的老婆不可能是女生？""",西村英骑曾经有过一段“在网游里跟女性角色告白，结果发现对方是假冒女生的人妖”这样的黑历史，结果突然有...,40225264,"""2016-04-08"""
6449,8.1,678,"""战刻夜想曲""",《战刻夜想曲》是一款描述生存在日本战国乱世中的武将们，为了主角（玩家）而展开激烈战斗的 “战国恋爱幻...,2023737,"""2017-10-03"""
317,8.1,595,"""TRINITY SEVEN 七人魔法使""",少年春日新所熟知的日常生活，随着被称为“崩坏现象”的神秘事件，与堂妹春日圣一同消失在异空间中。为了解...,23940823,"""2014-10-07"""
2584,8.1,593,"""六花的勇者""",拯救世界其实是一个破案的过程,14088494,"""2015-07-04"""
416,8.1,527,"""我的朋友很少NEXT""",没有朋友的小鹰和同班同学夜空聊了一下怎么交朋友的话题，没想到夜空竟然凭自己莫名其妙的行动力成立了一个...,17931558,"""2013-01-10"""
2724,8.1,316,"""对魔导学园35试验小队""",故事设定在一个身怀魔力的人类濒临灭绝的世界，武力的最高境界从使用利剑，转而到使用魔法，继而变成了使用...,14280381,"""2015-10-07"""
6442,8.1,312,"""Wake Up, Girls! 新章""",【#07为真人特别节目，海外不跟播】隶属于宫城县仙台市的弱小艺能事务所“Green Leaves E...,698963,"""2017-10-10"""
5951,8.1,230,"""笑面推销员NEW""",本次的TV动画版保存了原作的风格，并以单个故事1话完结的形式，合成现代版「笑面推销员」。在这个充满压...,3587985,"""2017-04-03"""
485,8.1,112,"""核爆默示录""",2036年日本东京因核电厂发生爆炸，全市受到严重的核辐射污染而遭到封锁，于此同时只有三名经过基因改造...,2254035,"""2013-10-02"""
5041,8.1,106,"""Regalia 三圣星""",12年前，利姆加尔德王国发生的事件在留下了巨大的谜团的情况下，正从人们的记忆中被忘却。时光流转，主人...,3043161,"""2016-07-07"""
1345,8.1,104,"""请别忧伤了二之宫君""","在时下的爱情喜剧男主角里比较少见的，硬派作风的高中生二之宫峻护。
他在某一天因为性感的姐姐凉子的命令...",1521311,"""2007-10-03"""
5998,8.0,8173,"""Re:CREATORS""","人类创作了许许多多的故事。
喜悦、悲伤、愤怒、感动。这些引人入胜的故事撼动着人们的心灵。
但是，那些...",50117385,"""2017-04-09"""
3307,8.0,438,"""革命机Valvrave""",真历71年、总人口的70%均居住在宇宙的时代，此时的世界并存著两大势力——由军事同盟发展而来的德尔西...,2138125,"""2013-04-11"""
5773,8.0,260,"""秋叶原之旅 THE ANIMATION""","秋叶原——从菜鸟到老手通通接纳，有着深厚包容力的街道。
即使独自一人，只要去了秋叶原也会遇到理解自己...",6050682,"""2017-01-04"""
3551,8.0,146,"""黑色残骸""",立山黑部峡谷在修筑大坝时发现神秘的遗迹。为研究“Artifact”设立了国际联合黑部研究所。世界各国...,6860241,"""2016-04-07"""
5063,8.0,114,"""DAYS""",电视动画《DAYS》改编自日本漫画家安田刚士原作的同名漫画。在《周刊少年Magazine》（讲谈社）...,6084597,"""2016-07-03"""
6304,7.9,2658,"""骑士&魔法""",能干的程序员，同时是重度机器人宅的青年，转生到了巨大机器人“幻晶骑士（Silhouette Knig...,27542921,"""2017-07-02"""
4187,7.9,705,"""約會大作戰 第二季 （僅限港澳台地區）""",就读于来禅高中的普通高中生五河士道，自从邂逅了精灵“十香”后就掌握了“封印精灵力量”的方法。精灵们虽...,171780,"""2014-04-11"""
480,7.9,131,"""少女骑士物语""",各色少女长枪 骑上英姿飒爽,1970245,"""2013-10-06"""
6420,7.8,9499,"""十二大战""","每十二年举办一次的，第十二回“十二大战”。
持有干支之名的十二名狞猛战士，以自己的性命与灵魂为赌注的...",23526793,"""2017-10-03"""
6001,7.8,1525,"""从零开始的魔法书""",教会历526年。世界中存在着魔女，并普及了“魔术”。而世界尚未知晓“魔法”。被人们蔑视为“堕兽人”的...,26156438,"""2017-04-10"""
5963,7.8,169,"""美妙天堂 偶像时间""",小学生六年级生「梦川唯」是一个想成为偶像，怀着「可爱梦想」的女孩子。但是对于普通的女孩子而言，成为偶...,2507630,"""2017-04-04"""
2714,7.8,154,"""有你的小镇""",这一年春天就要进入高中的少年桐岛青大家里，出现了一位一次面都没见的的少女枝叶柚希，柚希作为食客寄住在...,1071232,"""2013-07-13"""
5562,7.8,110,"""无畏魔女""","1930年代，以欧洲为中心突然出现的人类之敌“涅洛伊”。
能够对抗以通常的兵器难以破坏的涅洛伊的，
...",2710681,"""2016-10-05"""
5514,7.8,106,"""ViVid Strike!""",在孤儿院生活的少女风香和凛音。从小一起长大宛如姐妹般的二个人虽然过着清贫的生活但是仍然梦想着光明的未...,2381075,"""2016-10-02"""
5552,7.8,104,"""神装少女小缠""","公元2016年——。
在釜谷市的天万神社做着巫女工作的初中2年生，皇缠。
自幼与母亲分别的她，长年被...",3624974,"""2016-10-04"""
2760,7.7,649,"""终结的炽天使 名古屋决战篇""",本作以“人类世界最后的故事”之旗号，描绘了某一天因未知病毒的肆虐，人类面临着灭亡的窘境。此时，只有1...,21642377,"""2015-10-10"""
4218,7.7,486,"""极黑的布伦希尔德""",【本片翻译由澄空学园字幕组提供】原作漫画由冈本伦创作，连载于集英社旗下青年漫画杂志《周刊Young ...,1731084,"""2014-04-06"""
3464,7.7,474,"""学战都市Asterisk 第二季""",袭击了二十世纪的地球的前所未有的大灾害·落星雨。在这场大灾害之下，世界多数的都市遭到毁灭。但，从陨石...,31218919,"""2016-04-03"""
3527,7.7,362,"""逆转裁判""","被卷入奇怪事件的委托人们。主人公新人律师成步堂龙一，为了洗清他们的嫌疑挺身而出。
被告人是有罪，还是...",10419352,"""2016-04-02"""
1555,7.6,951,"""终结的炽天使""",昔日基友今日敌 虐恋情深逸家人,25822668,"""2015-04-04"""
5020,7.6,826,"""Rewrite""","绿化都市风祭。
在这个文明和绿色共存的理想都市里居住着的天王寺瑚太朗和神戸小鳥、吉野晴彦等朋友们过着...",23341567,"""2016-07-03"""
5802,7.6,665,"""CHAOS;CHILD""","如果你是神明，并且能够让妄想成为现实。那你会进行怎么样的妄想？
是淫靡的世界？独裁社会？毁灭性的制裁...",5331181,"""2017-01-12"""
5506,7.6,597,"""魔法少女育成计划""","欺骗、隐瞒、互相残杀。获得了魔法之力的少女们的残酷无情生存游戏！
拥有极大人气的社交游戏《魔法少女育...",5987560,"""2016-10-02"""
2585,7.6,459,"""乱步奇谭 Game of Laplace""",性别倒错的夏天，yoo气正浓的青春,10962834,"""2015-07-02"""
722,7.6,233,"""三人行必有我妹""",帝野将悟按照父亲的遗嘱，转入了大小姐们就读的学园——深流院学园。“务必在学园里找到终生伴侣的女性”，...,7593202,"""2012-07-05"""
902,7.6,154,"""曾几何时天魔的黑兔""",整天无所事事的宫阪高中一年级学生铁大兔幼时与拥有强大魔力的魔法师赛托希梅亚相遇，两人订下了契约。铁大...,1391728,"""2011-07-08"""
3489,7.5,426,"""Infinite Stratos 2""",名作之壁,6823204,"""2011-01-06"""
247,7.5,194,"""PUPA""",故事讲述从人变成了吃人怪物的妹妹长谷川梦，以及具备惊异的回复能力，因此便用自己的肉体给妹妹喂食的哥哥...,3966857,"""2014-01-09"""
3115,7.5,166,"""黑之宣告""",故事从2001年开始，回溯到18年前。1978年，巴莱奥罗格斯作战大败，次年波兰陷落。由于这两个原因...,5154032,"""2016-01-10"""
5053,7.5,109,"""Ange Vierge""",那一天，五个世界突然被“门”连接在了一起——我们所居住的蓝色世界，被夜与魔法支配的黑色世界，祈祷着神...,3431153,"""2016-07-10"""
5832,7.5,109,"""暗芝居 第四季""","《暗芝居》〔闇芝居（やみしばい）〕第四季宣布于2017年1月开播。
　本作品以日本昭和年代最知名的纸...",7610394,"""2017-01-16"""
6418,7.4,2664,"""UQ HOLDER！悠久持有者！""",在平稳而乏味的乡村生活的少年·近卫刀太，有着前往都市一展宏图的梦想。为此，他每天都向养育了自己的亲人...,10191272,"""2017-10-03"""
2730,7.4,647,"""我被绑架到贵族女校当庶民样本""",平凡的高中生神乐坂公人，某一天忽然被绑架到了“清华院女子学校”。在那里就读的学生几乎都是各名门的大小...,25723735,"""2015-10-07"""
3106,7.4,398,"""苍之彼方的四重奏""",这是个因「反重力鞋」的问世，人人都能轻而易举地翱翔天空的世界。转校至久奈浜学院的仓科明日香，与新的同...,12463030,"""2016-01-11"""
5789,7.4,363,"""热诚传说 第二季""","在人眼无法看见的灵性存在“天族”的围绕之下，被抚养长大的人类青年——史雷。
“过去，每位人类都能看见...",7850384,"""2017-01-08"""
5747,7.3,3975,"""Fate/Grand Order ‐First Order‐""",【2016年12月31日bilibili独播】2015年。示巴所观测到的未来领域毫无前兆地消失。根据...,12565759,"""2016-12-31"""
3494,7.3,3008,"""甲铁城的卡巴内瑞""",本作是一部以蒸汽机发达的岛国“日之本”为舞台的蒸汽朋克生存动作剧，作品主要描写了拥有钢铁心脏的僵尸=...,42946851,"""2016-04-08"""
5057,7.3,838,"""弹丸论破3 -绝望篇-""",召集了各个分野上的超一流的高中生，为培育他们成长而设立的政府公认特权学园「私立希望之峰学园」。在这个...,14754921,"""2016-07-15"""
2722,7.3,629,"""学战都市Asterisk""",在二十世纪袭击地球的大灾害“落星雨”之下，世界多数的都市遭到毁灭。但从陨石中发现的未知元素——万应素...,43294332,"""2015-10-03"""
5996,7.2,1159,"""恋爱暴君""",某天，男高中生·蓝野青司的身边突然出现了一位持有能够让任意两人强制接吻的不可思议道具“亲吻笔记”的死...,23710997,"""2017-04-07"""
3462,7.2,603,"""双星之阴阳师""",曾是最强最年少的阴阳师、以祓除所有污秽为目标的少年焰魔堂辘轤，自经历被称为”雏月之悲剧“的污秽屠杀事...,74524624,"""2016-04-06"""
5022,7.2,413,"""热诚传说X""","在人眼无法看见的灵性存在“天族”的围绕下，所扶养长大的人类青年──史雷。
“过去，每位人类都能看见天...",21722296,"""2016-07-03"""
1983,7.2,245,"""真月谭月姬""",名叫远野志贵的十七岁少年，在八年前的某次意外中身受重伤，之后获得了能“杀死”事物的“直死之魔眼”。由...,683649,"""2003-10-09"""
5018,7.2,206,"""初恋怪兽""",“如果你知道真正的我以後还敢说喜欢我的话，我倒是可以跟你交往。”──少女二阶堂夏步在搬家当天差点被卡...,8207891,"""2016-07-02"""
2764,7.2,203,"""绯弹的亚里亚 AA""",东京武侦高校，是培育行使武力的侦探——通称“武侦”的特殊教育机关。那里有着被称作“战姐妹”的前辈后辈...,9437914,"""2015-10-06"""
1213,7.2,144,"""混沌之脑""",高中私立翠明学园二年级学生的西条拓巳，自称对三次元没有兴趣，和家里的大量美少女人偶一起生活。在他所住...,630182,"""2008-10-09"""
6430,7.1,270,"""Dies irae 神怒之日（僅限港澳台地區）""",於「諏訪原市」過活、極普通的學生藤井蓮起了與好友遊佐司狼的互毆決鬥、訣別。儘管如此還是跟竹馬之交綾瀬...,170563,"""2017-10-07"""
6286,7.0,101,"""新妹魔王的契約者（僅限港澳台）""",【本片翻譯由動漫國字幕組&DHR動研字幕組提供】“你曾说过想要妹妹对吧”，向高中生东城刃更宣布再婚的...,39752,"""2015-01-07"""
143,6.9,2477,"""魔法科高校的劣等生""","这部动画主要讲述了一个魔法科高校的装逼生（雾）
故事发生在二十一世纪末的日本。魔法并非是传说，而是现...",58150935,"""2014-04-05"""
5056,6.9,742,"""弹丸论破3 -未来篇-""",在“超高校级的绝望”带来的“人类史上最大最恶的绝望事件”之下，世界陷入了濒临崩坏的绝境。为了拯救这个...,16099087,"""2016-07-11"""
6000,6.9,704,"""时钟机关之星""","——虽然很突然，但世界已经灭亡了。
1000年前一度毁灭的地球，由名为“Y”的传说中的时钟技师以时钟...",12730649,"""2017-04-07"""
5542,6.9,160,"""TRICKSTER""","他为了能够死亡，选择了侦探之路……

时值2030年代。聚集于谜之侦探·明智小五郎身边的「少年侦探团...",7560512,"""2016-10-04"""
739,6.9,119,"""CØDE:BREAKER 法外制裁者""",CODE:BREAKER 法外制裁者”顾名思义，是不受法律的约束、常理的影响，以眼还眼、以牙还牙、以...,1156684,"""2012-10-06"""
1511,6.8,338,"""铳皇无尽的法夫纳""",开挂男D收后宫,7018460,"""2015-01-08"""
