番剧id,分数,评分人数,番剧名,番剧简介,播放次数,播放时间 
3474,9.4,175,"""黑塔利亚 Axis Powers 第2期""",将世界上各国固有的风俗、风潮、水土等赋予角色，将国家拟人化的历史喜剧。以世界史为主轴，以主角意大利所...,0,"""2009-07-27"""
915,9.4,164,"""A CHANNEL""",A Channel是漫画家黑田bb所作的一部校园题材的四格漫画作品。故事是讲的是4个高中女生轻松快乐...,680654,"""2011-04-07"""
2594,9.4,162,"""偶像大师 灰姑娘女孩 第2期""",魔力消失?陨落?还是再次起航的坚强,1699962,"""2015-07-17"""
1299,9.4,156,"""彩云国物语""",故事的舞台设定在某个中国风的虚构国家——彩云国。虽是名门却家道中落的红家小姐秀丽，因为小时候对动乱的...,705820,"""2006-04-08"""
1247,9.4,155,"""我家有个狐仙大人""",天狐空幻（以下简称空）是三槌家守护神。然而三槌家的末代祭司美夜子去世後已无嗣後，于是空奉三槌家前往保...,1535544,"""2008-04-06"""
3436,9.4,153,"""斩·赤红之瞳！ 爆笑小剧场""",为了解救贫穷的村子而与两位同伴一起来到帝都打拼的少年剑士——塔兹米，在抵达帝都的第一天就被骗光了钱，...,1434220,"""2014-08-31"""
1637,9.4,145,"""EVA 新世纪福音战士剧场版：死与新生""",《EVA 新世纪福音战士剧场版：DEATH AND REBIRTH》，为剧场版系列的第一部。分为“D...,303946,"""1997-03-15"""
1731,9.4,139,"""VIVIDRED OPERATION""","“友情是守护世界的关键”。
那是一个科学能够解决所有的问题，梦幻般的世界。故事发生在一座大型岛屿上，...",59902,"""2013-01-10"""
4351,9.4,136,"""中二病也要谈恋爱！恋 Lite""",由于各种原因导致失去住所的六花开始寻找新家，但过程并不顺 利，最终来到了勇太的家里。然而，勇太的家人...,1060366,"""2013-12-26"""
5456,9.4,133,"""剧场版 快要坏掉的八音盒""","简介：
　　自主制作的剧场版动画『快要坏掉的八音盒』（『こわれかけのオルゴール』）确定将于2010年...",0,"""2010-09-11"""
3275,9.4,126,"""他和她的故事""",故事的主角宫沢雪野是神奈川县立北荣高中的新生，她因为拥有良好的学习成绩和完美无暇的形象而成为同学们羡...,1087983,"""1998-10-02"""
110,9.4,124,"""犬神同学和猫山同学""",故事围绕着高中一年级生犬神八千代，与同为女生的猫山铃之间的百合关系而展开。姓作犬神的八千代，实则是个...,1926177,"""2014-04-10"""
5118,9.4,122,"""吸血鬼骑士 Guilty""","开始转动的齿轮，打开了命运与秘密的门扉……

这里是吸血鬼与人类共同居住的学园。

名门私立黑主学园...",0,"""2008-10-06"""
1836,9.4,121,"""武器种族传说""","向往天空、接近天空
　　在这个只有极少一部分人开始得到飘浮在天空的神秘力量的世界·“庭园”在那里，“...",725343,"""2005-04-05"""
2663,9.4,114,"""飞跃巅峰!""","21世纪人类开始开发宇宙。但是宇宙生物群(通称宇宙怪兽, STMC)，一种以恒星作载体繁殖的生物来袭...",361762,"""1988-10-07"""
1867,9.4,113,"""苍穹之法芙娜""",真壁一骑是个生长在对日本而言十分乡下的龙宫岛上的少年──对他来说，像这样的和平是普通到不能在普通的状...,486902,"""2004-07-04"""
3374,9.4,111,"""魍魉之匣""",两个美貌且彷佛不食人间烟火的少女，相约在夜里去湖边欣赏月光，其中一名少女却意外落车而身受重伤。无意间...,606127,"""2008-10-07"""
4356,9.4,109,"""告白实行委员会 嫉忌的答复""",『难道我就不行吗?～「告白实行委员会」角色歌曲集』初回特典OAD,0,"""2014-11-26"""
5947,9.4,107,"""勿忘蛛""",边见瑞纪的爷爷拥有一家古书店并且将它出租给了学者砚周。一日，瑞记偶然打开了一本名叫《蜘蛛怪异闻》的古...,151188,"""2012-03-12"""
1632,9.4,101,"""DOG DAYS'""",原创动画《DOG DAYS》的第二季，作中的舞台架构在国与国之间战争频繁的世界「弗洛尼尔德」。经常相...,213138,"""2012-07-07"""
3476,9.4,101,"""魔法少女☆伊莉雅 OVA""",第四卷限定OVA..,645348,"""2014-03-07"""
1383,9.4,100,"""我们的存在""",内心满怀期待，希望广交朋友的高桥七美开始了她的高中生活。她在众多同学的交谈中发现了一个倍受瞩目的焦点...,902930,"""2006-07-05"""
2014,9.4,100,"""最终流放""",《最终流放》（英语：LAST EXILE），为日本动画制作公司GONZO十周年纪念作品，2003年4...,362811,"""2003-04-07"""
2794,9.4,100,"""家有穆珂""",在群山环绕的乡下有一家玻璃工坊“GLASS STUDIO AMATO”。吹玻璃的手艺人小松和他的爱犬...,2731922,"""2015-10-03"""
21554,9.3,9883,"""龙王的工作！""",本片围绕着“将棋”这个竞技项目展开，主人公“九头龙八一”仅16岁就获得了将棋界最强头衔“龙王”，某天...,22415915,"""2018-01-08"""
6423,9.3,6296,"""品酒要在成为夫妻后""",沉默寡言但很优秀的美女主任水泽千里，有个只有自己的丈夫壮良知道的秘密。那就是她非常爱喝酒，而且喝醉后...,15349172,"""2017-10-04"""
1650,9.3,4082,"""Fate/Zero 第一季""",作为「Fate/stay night」的前传，「Fate/Zero」的故事舞台设定在第五次圣杯战争的...,29631152,"""2011-10-01"""
425,9.3,3855,"""某科学的超电磁炮""",故事发生在面积占据东京都的三分之一，居住着230万名人口且其中八成人口是学生的巨大都市“学园都市”。...,20468147,"""2009-10-02"""
6433,9.3,3607,"""Love Live! Sunshine!! 第二季""","故事发生在静冈县沼津市海边的小镇、位於内浦的私立浦之星女子学院。
在这间骏河湾一隅的小小高中里面，
...",2854429,"""2017-10-07"""
779,9.3,2654,"""Fate/Zero 第二季""",「Fate/Zero」作为「Fate/stay night」的前传，故事舞台设定在「Fate/sta...,9149547,"""2012-04-07"""
427,9.3,2165,"""某科学的超电磁炮S""",《科学超电磁炮（とある科学の超电磁炮）》是以镰池和马所著作的轻小说《魔法禁书目录》的人气角色御坂美琴...,15017454,"""2013-04-12"""
4340,9.3,2060,"""中二病也要谈恋爱！""",富㭴勇太于初中毕业的时候，决定同时为自己举办中二病毕业的仪式。打算顺利渡过高中生活的他，在开学日以最...,9633954,"""2012-10-03"""
2732,9.3,2034,"""野良神 ARAGOTO""","在此岸与彼岸的交界处，八百万神明和服侍他们的死灵——神器，以及被称为妖的魑魅魍魉一同生活着。
某天，...",55348723,"""2015-10-02"""
2731,9.3,1969,"""野良神""",【本片翻译由WOLF字幕组友情提供】神明的世界，居然也像人类世界一样竞争激烈！没有神社供奉（公司）、...,10998539,"""2014-01-05"""
281,9.3,1749,"""甘城光辉游乐园""",本作的舞台是架空都市甘城市，其中一座即将倒闭的主题公园“甘城光辉游乐园”。故事主要描写主角——自恋的...,18420549,"""2014-10-06"""
2688,9.3,1709,"""秒速五厘米""",【本片翻译由澄空学园字幕组提供】秒速五厘米是日本导演新海诚在2007年发布的动画电影，全作由《樱花抄...,5829705,"""2007-03-03"""
988,9.3,1255,"""尸鬼""",故事发生在某个人口只有一千三百人左右的小集落——外场村。村子很封闭，只有一条国道与外界相连。在这个近...,5288284,"""2010-07-08"""
5621,9.3,966,"""斩首循环 蓝色学者与戏言跟班""",漂浮在日本海的孤岛、鸦濡羽岛。那里，有着因岛的主人赤神伊利亚而建成的宅邸。各个领域的天才们被邀请至岛...,1202774,"""2016-10-26"""
6475,9.3,818,"""小林家的龙女仆 OVA""","在单身的辛苦OL小林身边突然出现的女仆装束的美少女托尔。
长着角和尾巴的她的身姿正是所谓的龙娘。
在...",1134644,"""2017-09-20"""
468,9.3,754,"""青春纪行""",多田万里顺利考上大学而来到东京。上大学、来东京、一个人生活，这许许多多的第一次经验都让他雀跃不已，却...,5324684,"""2013-10-03"""
843,9.3,745,"""笨蛋，测验，召唤兽2""",    《笨蛋、测验、召唤兽》（日语：バカとテストと召喚獣）是Fami通文库发行的轻小说，是第8届E...,15145637,"""2011-07-07"""
809,9.3,717,"""妖狐×仆SS""",本作故事讲述了女主角——白鬼院大财阀的大小姐白鬼院凛々蝶因为总是无意义虚张声势而使事情变得越来越糟糕...,4909234,"""2012-01-12"""
5786,9.3,678,"""猫咪日常""",故事讲述了怕生的女孩小长井友子和她饲养的3只猫咪的日常。而这3只猫分别是撒娇高手的“玛”、淡定王“罗...,8153698,"""2017-01-08"""
846,9.3,669,"""电波女与青春男""",故事的主角是将“青春点数”分配到自己的行动和相关的事情上、有时欢喜有时忧愁的少年丹羽真，及把被子卷在...,4392886,"""2011-04-14"""
59,9.3,637,"""青春之旅""",田中 重逢,9058424,"""2014-07-08"""
497,9.3,630,"""机动战士敢达SEED HD""",《机动战士敢达SEED》是敢达系列在2002年至2003年度放映的动画。续作为《机动战士敢达SEED...,16356426,"""2012-01-01"""
113,9.3,610,"""我们大家的河合庄""",就读高中一年级的男生——宇佐和成，因为父母调职的关系，住进了便宜且附有三餐的宿舍“河合庄”展开独居生...,6359716,"""2014-04-03"""
3227,9.3,601,"""搞姬日常""","观看此番请向路西法大人上交灵魂~ 可爱的男♂孩♂纸，把持不住！
作品讲述了霜科学院高中2年生有川姬，...",3360926,"""2014-07-07"""
3101,9.3,549,"""无头骑士异闻录×2 结""","这是，扭曲的物语。扭曲的爱的，物语——。
事件同时频发，池袋的街道被吞入混沌的漩涡。怀着各自的心思，...",5664521,"""2016-01-09"""
3421,9.3,525,"""干物妹！小埋 OVA""",单行本第7、10卷限定版同捆OAD,6444775,"""2015-10-19"""
899,9.3,521,"""滑头鬼之孙""",以现代的日本（浮世绘町）作为舞台，描绘了人和妖怪的日常的怪异空想，继承百鬼夜行大头领的少年在妖怪百鬼...,4436957,"""2010-07-05"""
242,9.3,520,"""未确认进行式""",2013年10月20日，视频网站NICO生放送将播放制作发表特番。电视动画将于2014年1月9日开始...,2946537,"""2014-01-08"""
2676,9.3,506,"""境界线上的地平线""",被各国分割统治的中世纪的神州·日本。在那上空中由八艘船组成的都市舰“武藏”航行着……在遥远的未来。经...,4425258,"""2011-10-01"""
3498,9.3,457,"""Anne Happy""",《Anne-Happy》是作者琴慈在《漫画时光Kirara Forward》上连载的漫画作品。是一部...,4267148,"""2016-04-07"""
5551,9.3,434,"""吹響吧！上低音號 第二季（僅限台灣地區）""","吹奏乐竞赛京都府大赛。
在那里漂亮地取得金奖的北宇治高中吹奏乐部，
向着下一个舞台·强豪云集的关西大...",240266,"""2016-10-06"""
1505,9.3,423,"""无头骑士异闻录×2 承""",池袋那群家伙又回来啦!,12631932,"""2015-01-10"""
5965,9.3,412,"""忍者少女千鸟～伊势・金崎篇～""",《信长的忍者》改编自重野直树创作的同名漫画，动画由TMS Entertainment负责制作。,2942266,"""2017-04-07"""
4404,9.3,394,"""BLOOD LAD 血意少年""",故事讲述担任魔界某区地盘老大的强悍吸血鬼“史塔兹”，厌恶著自己的吸血鬼身分，并深爱着日本文化。某天，...,1167426,"""2013-07-07"""
470,9.3,350,"""魔笛MAGI""",在这片不可思议的大陆上，出现了沉眠着秘宝的神秘遗迹──“迷宫”。少年阿拉丁在旅行世界各地的途中，邂逅...,2570056,"""2012-10-07"""
864,9.3,330,"""便·当""",　已预定在今秋（2011年秋）放送的轻小说改编TV动画「便·当」，在公布了两名女主角介绍及第一弹PV...,2500222,"""2011-10-08"""
1262,9.3,320,"""死后文""",文伽是一位身着日本旧式邮政工作制服、手持不可思议手杖的无口少女，在她黑色的工作包中装满了贴着黑色邮票...,249007,"""2008-01-05"""
5906,9.3,284,"""超级弹丸论破2.5 狛枝凪斗与世界的破坏者""",学园推理游戏《弹丸论破》系列最新作《新弹丸论破V3》于2017年1月12日登陆PSV/PS4平台。另...,690036,"""2017-01-12"""
1593,9.3,283,"""搞笑漫画日和""",《搞笑漫画日和》是一部没有条理的超搞笑漫画，2005年被电视动画化，并附有“增田幸助剧场”这个副标题...,2982753,"""2005-02-07"""
1123,9.3,236,"""阿拉德战记""",阿拉德战记：韩国网络游戏公司NEOPLE开发的格斗RPG游戏《地下城与勇士》(《Dungeon Fi...,1024486,"""2009-04-03"""
5330,9.3,235,"""猫汤""",《猫汤》是一部日本动画短片，导演是佐藤龙雄，故事根据漫画家桥口千代美的漫画改编。《猫汤》是一部超现实...,310230,"""2001-02-21"""
2598,9.3,225,"""新网球王子 OVA 对战Genius10""",曾经挥洒过的热血汗水，曾经战斗过的网球场，曾经并肩作战的同伴们，还有曾经的…离别。累计发售超过400...,3640209,"""2014-10-29"""
1189,9.3,209,"""超时空要塞 Frontier""",歌与三角恋！这是超时空要塞永远的浪漫！,1639137,"""2008-04-03"""
3543,9.3,202,"""青之驱魔师 剧场版""",故事的主角是一位由恶魔撒旦与人类女子所生下的名为奥村磷的男孩。在一次与收养他的藤本神父吵架的过程中，...,258334,"""2012-12-28"""
1081,9.3,195,"""猫愿三角恋""",“如果不实现一百个猫的愿望，你……会变成猫哦”。超不喜欢猫，而且对猫过敏的高中生～润平在因为某件事变...,1070996,"""2009-10-01"""
5792,9.3,187,"""鬼平""",电视动画《鬼平/鬼平犯科帐》改编自池波正太郎创作的小说作品《鬼平犯科帐》，动画由Studio M2负...,1794481,"""2017-01-10"""
3490,9.3,174,"""问题儿童都来自异世界？ OVA 温泉漫游记""",十六夜等人接受了白夜叉的邀请，前往参加某个共同体所举办的游戏。他们到达的地方是一条温泉街，而游戏的目...,1058659,"""2013-07-21"""
525,9.3,171,"""新蔷薇少女""","提示：新作动画的内容与前两部旧动画无关，为漫画原作剧情。

樱田纯，一名不愿上学而长期不出家门的中学...",619091,"""2013-07-04"""
2004,9.3,167,"""夏娃的时间 剧场版""",故事的舞台在未来的日本，人型机器人刚刚实用化的时代。受机器人伦理委员会的影响，将机器人当作“家电”对...,230993,"""2010-03-06"""
1633,9.3,164,"""DOG DAYS''""",「DOG DAYS」是一部集结了奇幻、战斗和后宫等元素的欢快作品，曾先后于2011年4月至6月、20...,3750702,"""2015-01-10"""
869,9.3,163,"""UN-GO """,故事讲述了被人称为最后的名侦探结城新十郎，与他的拍档因果，组成了要解明这世上之谜及真实的侦探二人组合...,1130250,"""2011-10-13"""
1106,9.3,160,"""脆莓公园 第一季""",《脆莓公园》是喜剧中心于2012年推出的全新喜剧动画，讲述了一群国家公园森林管理员遭遇的种种倒霉事件...,2122077,"""2012-09-25"""
2711,9.3,158,"""黑塔利亚 World Series 第3期""",将世界上各国固有的风俗、风潮、水土等赋予角色，将国家拟人化的历史喜剧。以世界史为主轴，以主角意大利所...,2127556,"""2010-03-26"""
760,9.3,149,"""夏雪密会""",故事讲述在花店打工的一心一意青年叶月、失去了丈夫的花店店长六花、以及店长六花已经死去的丈夫的幽灵——...,814954,"""2012-07-05"""
3475,9.3,146,"""黑塔利亚 World Series 第4期""",从「黑塔利亚」的前三季中，我们不难发现这部作品几乎已经涵盖了地球上大部分的国家，而且目前数量还在持续...,0,"""2010-09-10"""
523,9.3,141,"""蔷薇少女 梦之终结""","真红将水银灯打败后，又回到了普通生活。
可是过没多久,又出现新的人偶——自称第七人偶的蔷薇水晶。
另...",529509,"""2005-10-20"""
4355,9.3,140,"""告白实行委员会 告白预演""",告白实行委员会～恋爱系列～（日语：告白実行委员会～恋爱シリーズ～）是NICONICO动画的日本使用者...,1942943,"""2014-01-29"""
1338,9.3,126,"""MYSELF;YOURSELF""",【本片翻译由澄空字幕组提供】16岁的日高佐菜，是个在公立高中上学的普通少年。小学的时候，他因为双亲工...,223717,"""2007-10-02"""
5794,9.3,126,"""飙速宅男 新世代""",总北高中自行车竞技部所属的一年级生·小野田坂道，与同年级的今泉俊辅和鸣子章吉、三年级的金城真护、卷岛...,4028279,"""2017-01-10"""
3209,9.3,124,"""牙狼 -炎之刻印-""","《牙狼〈GARO〉-炎之刻印-》的动画延续了《牙狼》系列的世界观，但故事是完全原创的。
在某个国家，...",4112009,"""2014-10-03"""
5914,9.3,123,"""幼女战记 短篇""",幼女战记短篇版动画片全集是改编自日本小说家KARURO·ZEN著作，由NUT制作的短篇版、Q版动画。...,1672141,"""2017-01-06"""
2590,9.3,120,"""若叶女孩""",大小姐与“庶民”的友爱日常,2899142,"""2015-07-03"""
570,9.3,109,"""人鱼又上钩""","闲来无事就爱钓鱼的少年拓朗,某天在海钓时,钓起了一只说话带有奇怪（博多）口音的神奇美人鱼.室见.实际...",2065484,"""2013-04-06"""
1433,9.3,107,"""兽爪""","爱上这个男人的女人，是一个恐怖的怪物。
她所爱着的这个男人，是最强的怪物猎人之一。
身处于敌对阵营的...",186763,"""2006-08-05"""
4140,9.3,102,"""告白实行委员会 我于此刻恋上你""",樱丘高等学校（桜丘高等学校）的学生们正值青春，他们不少都有喜欢的人。有人一直不敢把心意传达，默默地注...,0,"""2015-07-15"""
2980,9.3,102,"""BLACK CAT""","曾经暗杀过无数政界要人的机密组织「CHRONOS」的前王牌杀手托雷，人称「BLACK CAT」,相传...",0,"""2005-10-06"""
4318,9.3,102,"""魔法少女☆伊莉雅 SP""",伊莉雅是一个就读穗群原学园的普通女孩子，在某天遇到了自称人工天然精灵的魔法露比万花筒之杖，并强制地被...,0,"""2013-07-12"""
6440,9.2,17213,"""如果有妹妹就好了。""","妹控小说家‧羽岛伊月，随时有一群充满个性的人聚集在他的身旁。
爱与才能都是重量级，高阶的缺憾系美少女...",28840913,"""2017-10-08"""
21728,9.2,3243,"""爱吃拉面的小泉同学""","今天，她也在某处享用着拉面——
冷淡而沉默，不和他人亲近的神秘转学生，小泉同学。她其实是每天追求着美...",9313461,"""2018-01-04"""
1559,9.2,1514,"""食戟之灵""","做菜,下药,品美食",92870557,"""2015-04-03"""
5043,9.2,1450,"""这个美术社大有问题！""",存在于平凡无奇的普通学校“月杜中学”的普通美术部。那里有着虽有绘画才能却只为了描绘理想的“二次元新娘...,15994756,"""2016-07-08"""
413,9.2,1364,"""变态王子与不笑猫""",整天脑中都只想着女孩子的衡寺阳人，被田径社社长钢铁之王指定为下任社长。而他加入社团，纯粹是为了偷看游...,15608777,"""2013-04-13"""
5027,9.2,1345,"""NEW GAME!""",高中毕业后，进入了曾制作自己自幼便入迷的游戏的制作公司“Eagle Jump”的青叶，在那里与担任这...,14046979,"""2016-07-06"""
710,9.2,1251,"""散华礼弥""",毫无特色的少年降谷千纮，就读于县立紫阳高校一年级，是个非常喜爱僵尸的人。少女散华礼弥是散华家的千金，...,10878230,"""2012-04-05"""
1677,9.2,1238,"""山田君与7人魔女""",就读于私立朱雀高校的山田龙是位所谓的“问题少年”，学校里的同学都很怕他。厌恶学校生活的山田君，在某一...,2473809,"""2015-04-12"""
6076,9.2,981,"""小林家的龙女仆 SP""","在单身的辛苦OL小林身边突然出现的女仆装束的美少女托尔。
长着角和尾巴的她的身姿正是所谓的龙娘。
在...",6686229,"""2017-03-15"""
697,9.2,980,"""这个是僵尸吗？""",原本是个平凡高中生的相川步，在莫名其妙的因缘下被卷入震惊社会的连环杀人案身亡，但他竟然死而复生了？！...,14586338,"""2011-01-10"""
4032,9.2,965,"""心灵想要大声呼喊""",2014年9月初在「あの花夏祭 in ちちぶ Final」活動中宣布製作，随后於日本「秩父市」舉辦的...,157847,"""2015-09-19"""
6452,9.2,844,"""Infini-T Force""",独自住在涉谷高档住宅区里的高中少女界堂笑虽然过着富裕的生活，但她的父亲借口工作繁忙从不回家，她也因此...,1427684,"""2017-10-04"""
818,9.2,667,"""零之使魔""",在异世界哈尔凯尼亚被当作“使魔”被召唤出来的高中生平贺才人卷入了一场满载着四种元素的幻想罗曼史大冒险...,5190577,"""2006-07-02"""
1530,9.2,536,"""关于完全听不懂老公在说什么的事 第一季""",之后O了个爽 之后X了个爽,31196799,"""2014-10-02"""
4058,9.2,465,"""巴哈姆特之怒 GENESIS""",　　这里是人、神、魔等种族共同生活的神秘世界，密斯塔尔希亚。过去，黑银之翼的巴哈姆特曾几乎令这个世界...,1417826,"""2014-10-06"""
1655,9.2,445,"""关于完全听不懂老公在说什么的事 第二季""",继续各种秀恩爱，之后＊了个爽,20539121,"""2015-04-02"""
2613,9.2,423,"""城下町的蒲公英""","在城市中过着平凡生活的樱田一家，其实是统治着国家的王族——
而且每个人都拥有超能力！在这样一家的三男...",546857,"""2015-07-02"""
157,9.2,418,"""游☆戏☆王 GX """,《游☆戏☆王 GX 》（游☆戯☆王 デュエルモンスターズGX）是继承了前作《游☆戏☆王 DM》世界观...,4543125,"""2004-10-06"""
1302,9.2,415,"""SOLA""",少女四方茉莉在街道的教会中独自的生活。然后，某日的凌晨四点，在美丽的海滨自然公园中，茉莉与正准备拍摄...,583629,"""2007-04-06"""
2595,9.2,407,"""无头骑士异闻录×2 转""",该来的总会来，池袋今夜又将无眠,8267497,"""2015-07-04"""
1201,9.2,377,"""食灵-零-""",will you kill someone you love because of love ,92213,"""2008-10-05"""
5636,9.2,357,"""RWBY 第四季""",距离上次的劫难已经过数月，有人离去、有人归来。变得更加成熟有担当的的Ruby小组成员们将各自展开怎样...,4180463,"""2016-10-22"""
426,9.2,348,"""某科学的超电磁炮 OVA""",由镰池和马撰写的轻小说《魔法禁书目录》，其由东川基连载的漫画外传作品《某科学的超电磁炮》由于炮姐的高...,1400079,"""2010-10-29"""
981,9.2,346,"""大神与七位伙伴""",平时帮助别人让对方欠下人情，等到有需要的时候再强迫对方偿还——如此居心叵测的做法，竟然是御伽学园学生...,1862193,"""2010-07-01"""
819,9.2,344,"""零之使魔 双月骑士""",在异世界哈尔凯尼亚被当作“使魔”被召唤出来的高中生平贺才人卷入了一场满载着四种元素的幻想罗曼史大冒险...,3991880,"""2007-07-08"""
5525,9.2,289,"""乌冬面之国的金色毛球""","俵宗太30岁。他在回到故乡时遇到了，
喜欢乌龙面和青蛙的，有着耳朵和尾巴的不可思议的孩子……！？
俵...",5258091,"""2016-10-09"""
1631,9.2,287,"""DOG DAYS""",本作的故事舞台设定在异世界，比斯科迪共和国与邻国·加雷特狮子团这两国的战争之中。加雷特狮子团向比斯科...,372327,"""2011-04-02"""
2894,9.2,284,"""RWBY 第三季""",本作的背景设定在一个类现代但是充满着超自然力量的世界Remnant。主要角色为四个拥有各自的特殊能力...,6084744,"""2015-10-24"""
1406,9.2,269,"""奇幻贵公子""",普通的女高中生谷山麻衣和自恋的美少年涩谷一也，与各式各样的灵能者挑战怪事件的系列。少女小说家小野不由...,311201,"""2006-10-03"""
6158,9.2,248,"""NEW GAME! OVA""",高中毕业后，进入了曾制作自己自幼便入迷的游戏的制作公司“Eagle Jump”的青叶，在那里与担任这...,521364,"""2017-04-30"""
6337,9.2,242,"""网球并不可笑嘛 第九季""",网球并不可笑 第九季,799717,"""2017-07-12"""
1206,9.2,227,"""亡念之扎姆德""","　“即使如此人们还是不得不扪心自问、仔细斟酌……” 
　　尖端岛是一个被油泥海包围着的小岛。 
　　...",250410,"""2008-09-24"""
257,9.2,223,"""稻荷恋之歌""",本作舞台发生在京都伏见。从小就一直相信神明存在的伏见伊奈里，某天早上救了一只快掉进河里的小狗。后来，...,3987013,"""2014-01-15"""
622,9.2,211,"""南家三姐妹 欢迎回来""",故事是围绕着南家的春香、夏奈和千秋三姐妹之间，以及周边人们的搞笑温情日常生活展开。本片的最大的看点就...,1325799,"""2009-01-04"""
2251,9.2,203,"""玲音""","现实和虚构搀杂的信息社会. 即使是自己的存在, 人们也失去了自信. 为了将由此产生的那份不安消除, ...",263502,"""1998-07-06"""
6007,9.2,201,"""机动战士敢达 雷霆宙域战线 第二季""",一年戦争が終結して七ヶ月後の地球。ジオン公国軍の残党組織は、共和国とされた本国を公国として復権するた...,1582899,"""2017-03-24"""
757,9.2,179,"""女子落语""",由久米田康治所著、泰(ヤス)负责作画的漫画作品「女子落」，于今年1月初宣布了动画化的消息。这也是久米...,1796151,"""2012-07-05"""
4654,9.2,173,"""游戏王剧场版 超融合！超越时空的羁绊""",《10th周年剧场版 游戏王 ～超融合！跨越时空的羁绊～》是为纪念《游戏王》系列动画十周年所特别推出...,980742,"""2010-01-23"""
920,9.2,167,"""玛莉亚†狂热""",宫前佳奈子为了找寻“命运之恋”转入了私立天妃女子学院，极度讨厌男人的她对满是美女的天妃感到兴奋不已。...,846120,"""2009-01-04"""
417,9.2,167,"""琴浦小姐""",本作主要讲述了主人公——转校生琴浦春香乍一看是普通的女子高中生，实际上是拥有阅读人心的能力的人。正是...,2240514,"""2013-01-10"""
2541,9.2,162,"""Punch Line""",以”被看到胖次人类就会灭亡！？“为宣传语的原创企划《Punch Line》，是于2015年4月在富士...,1351448,"""2015-04-09"""
301,9.2,154,"""临时女友""",动画《临时女友》的原作游戏《Girl Friend Beta》的玩家扮演的是一名普通的高二学生，在圣...,1958548,"""2014-10-12"""
5973,9.2,149,"""高校星歌剧 第二季""",作品由日本动画公司C-Station制作的原创电视动画，讲述了在音乐艺能界的名校——绫薙学园就读的新...,1564999,"""2017-04-04"""
3499,9.2,131,"""影鳄 承""",日本各地出现了袭击人类的神秘生物，京王理科大学的医学教授番场宗介对此十分感兴趣，于是前往神秘生物出现...,3906643,"""2016-04-01"""
3220,9.2,126,"""隐之王""",六条壬晴是个对周遭的人、事、物都漠不关心的少年，但他的体内却隐藏着忍者的世界「隐世」最强的秘术「森罗...,974503,"""2008-04-06"""
1575,9.2,125,"""伪恋 OAD""","随《伪恋》单行本发售的OVA·OAD，共4话。
第一话为漫画单行本第14卷的同捆OVA，内容改编自原...",3754635,"""2014-10-03"""
1204,9.2,124,"""H2O 赤砂的印记""","就在那个初夏，我失去了光明——身患原因不明的疾病。

双眼失明的少年弘瀬琢磨，由于父亲工作的原因，被...",373336,"""2008-01-03"""
656,9.2,123,"""初音岛""",鹭泽赖子役,1199685,"""2003-07-05"""
6244,9.2,118,"""One Room ~OVA""",《One Room》是由台风Graphics制作的第一人称视角的原创短篇动画作品，于2017年1月1...,212817,"""2017-05-26"""
4341,9.2,118,"""旋风管家 CAN'T TAKE MY EYES OFF YOU""",2012年7月4日公布制作全新电视动画的消息，同年10月于东京电视台系列放送预定。原作者畑健二郎多次...,404230,"""2012-10-03"""
170,9.2,116,"""众神的恶作剧""",本作的舞台设立在了各种各样神话中的众神聚集的世界，主要讲述了各神话中的代表神明聚集到这个世界，商量着...,3326716,"""2014-04-05"""
951,9.2,110,"""放浪男孩""",外表长得像女孩一样可爱的少年二鸟修一，渴望自己能够变成真正的女孩，而长得像男孩一样酷帅的少女高槻佳乃...,1229252,"""2011-01-13"""
921,9.2,109,"""玛莉亚†狂热 第二季""",《玛利亚狂热》（まりあ†ほりっく）是远藤海成从2006年8月开始于月刊comic alive创刊号开...,962291,"""2011-04-08"""
787,9.2,108,"""夏色奇迹""","         “只有4人知道的秘密，是融入夏色天空的奇迹。”
        在静冈县下田市里，...",631649,"""2012-04-05"""
1994,9.2,106,"""铳墓""",GUNGRAVE（铳墓）的原作是PS2电玩游戏，后改编成全26集的动画作品。整个动画的基调略显阴沉颓...,411769,"""2003-10-06"""
2848,9.2,104,"""影鳄""",突然出现在现代社会的奇兽，这些可怕的生物将人类玩弄于股掌之间，奇兽从何而来，又为何袭击人类呢？生物学...,3462043,"""2015-10-02"""
1922,9.2,102,"""舞-HIME""",每三百年，将会出现一次由黑曜之君展开的舞姬之战。在战斗过程中，舞姬（HiME：Highly-Adva...,49529,"""2004-09-30"""
5800,9.1,5893,"""小林家的龙女仆""","在单身的辛苦OL小林身边突然出现的女仆装束的美少女托尔。
长着角和尾巴的她的身姿正是所谓的龙娘。
在...",82506989,"""2017-01-11"""
835,9.1,4962,"""我们仍未知道那天所看见的花的名字。""",从小一起长大的六个孩子，在升上高中之后彼此有了距离。不太与人们接触的宅男宿海仁太、有点被小太妹熏染的...,16237766,"""2011-04-14"""
1512,9.1,3762,"""路人女主的养成方法""","学姐幼驯染都没用,圣人惠持续反杀中",45043877,"""2015-01-08"""
21603,9.1,1712,"""粗点心战争2""",不愿继承家业粗点心店的鹿田九，与热爱粗点心的不可思议美少女·萤。萤为了让九继承粗点心店，而开始屡次造...,4137930,"""2018-01-12"""
2592,9.1,1279,"""学园孤岛""",轻松治愈欢乐轻快的校园日常,14398973,"""2015-07-09"""
